run_id,date,sha,job_name,duration_seconds,total_duration,cache_hit
23590769236,2026-03-26,28a334b,secrets_scan,57,319,unknown
23590769236,2026-03-26,28a334b,importmap_audit,12,319,unknown
23590769236,2026-03-26,28a334b,dependency_audit,17,319,unknown
23590769236,2026-03-26,28a334b,trivy_fs_scan,92,319,unknown
23590769236,2026-03-26,28a334b,trivy_container_scan,227,319,unknown
23590769236,2026-03-26,28a334b,sbom_generation,33,319,unknown
23590769236,2026-03-26,28a334b,brakeman_scan,73,319,unknown
23590769236,2026-03-26,28a334b,semgrep_scan,0,319,unknown
23590769236,2026-03-26,28a334b,normalize_hdf,51,319,unknown
23590769236,2026-03-26,28a334b,bundle_results,29,319,unknown
23590769236,2026-03-26,28a334b,publish_for_sparc_iac,0,319,unknown
23589243685,2026-03-26,2c1123c,codeql_scan,136,318,unknown
23589243685,2026-03-26,2c1123c,importmap_audit,12,318,unknown
23589243685,2026-03-26,2c1123c,dependency_audit,15,318,unknown
23589243685,2026-03-26,2c1123c,brakeman_scan,67,318,unknown
23589243685,2026-03-26,2c1123c,sbom_generation,28,318,unknown
23589243685,2026-03-26,2c1123c,trivy_fs_scan,99,318,unknown
23589243685,2026-03-26,2c1123c,secrets_scan,53,318,unknown
23589243685,2026-03-26,2c1123c,trivy_container_scan,222,318,unknown
23589243685,2026-03-26,2c1123c,semgrep_scan,0,318,unknown
23589243685,2026-03-26,2c1123c,normalize_hdf,52,318,unknown
23589243685,2026-03-26,2c1123c,bundle_results,31,318,unknown
23589243685,2026-03-26,2c1123c,publish_for_sparc_iac,0,318,unknown
23586728062,2026-03-26,80201cf,importmap_audit,21,328,unknown
23586728062,2026-03-26,80201cf,codeql_scan,150,328,unknown
23586728062,2026-03-26,80201cf,trivy_fs_scan,98,328,unknown
23586728062,2026-03-26,80201cf,sbom_generation,52,328,unknown
23586728062,2026-03-26,80201cf,trivy_container_scan,239,328,unknown
23586728062,2026-03-26,80201cf,secrets_scan,55,328,unknown
23586728062,2026-03-26,80201cf,brakeman_scan,74,328,unknown
23586728062,2026-03-26,80201cf,dependency_audit,19,328,unknown
23586728062,2026-03-26,80201cf,semgrep_scan,0,328,unknown
23586728062,2026-03-26,80201cf,normalize_hdf,43,328,unknown
23586728062,2026-03-26,80201cf,bundle_results,33,328,unknown
23586728062,2026-03-26,80201cf,publish_for_sparc_iac,0,328,unknown
23586698656,2026-03-26,70cb941,secrets_scan,54,328,unknown
23586698656,2026-03-26,70cb941,dependency_audit,19,328,unknown
23586698656,2026-03-26,70cb941,trivy_fs_scan,92,328,unknown
23586698656,2026-03-26,70cb941,importmap_audit,26,328,unknown
23586698656,2026-03-26,70cb941,sbom_generation,33,328,unknown
23586698656,2026-03-26,70cb941,brakeman_scan,74,328,unknown
23586698656,2026-03-26,70cb941,codeql_scan,151,328,unknown
23586698656,2026-03-26,70cb941,trivy_container_scan,233,328,unknown
23586698656,2026-03-26,70cb941,semgrep_scan,0,328,unknown
23586698656,2026-03-26,70cb941,normalize_hdf,45,328,unknown
23586698656,2026-03-26,70cb941,bundle_results,35,328,unknown
23586698656,2026-03-26,70cb941,publish_for_sparc_iac,0,328,unknown
23586241922,2026-03-26,f0309c4,secrets_scan,54,570,unknown
23586241922,2026-03-26,f0309c4,codeql_scan,453,570,unknown
23586241922,2026-03-26,f0309c4,dependency_audit,15,570,unknown
23586241922,2026-03-26,f0309c4,brakeman_scan,65,570,unknown
23586241922,2026-03-26,f0309c4,trivy_container_scan,233,570,unknown
23586241922,2026-03-26,f0309c4,sbom_generation,23,570,unknown
23586241922,2026-03-26,f0309c4,trivy_fs_scan,103,570,unknown
23586241922,2026-03-26,f0309c4,importmap_audit,13,570,unknown
23586241922,2026-03-26,f0309c4,semgrep_scan,0,570,unknown
23586241922,2026-03-26,f0309c4,normalize_hdf,47,570,unknown
23586241922,2026-03-26,f0309c4,bundle_results,33,570,unknown
23586241922,2026-03-26,f0309c4,publish_for_sparc_iac,6,570,unknown
23585707362,2026-03-26,c4519fe,trivy_fs_scan,116,343,unknown
